alter,bewohnertyp,absolute zahlen,"vertrauens-intervall : 
± (in %)",anteil in %,"vertrauens-
intervall : 
± (in %-pkte)",datenqualität,time_period,source_sheet,sheet_type
81,Total,1908.0,4.8,100.0,,,2021,SE2021,bewohnertyp
82,Mieter oder Genossenschafter,720.0,7.9,42.6,2.6,,2021,SE2021,bewohnertyp
82,Eigentümer,807.0,7.4,49.8,2.6,,2021,SE2021,bewohnertyp
82,Andere Situation2),125.0,18.6,7.6,1.4,,2021,SE2021,bewohnertyp
82,Total,1652.0,5.2,100.0,,,2021,SE2021,bewohnertyp
83,Mieter oder Genossenschafter,683.0,8.0,43.4,2.6,,2021,SE2021,bewohnertyp
83,Eigentümer,743.0,7.7,47.8,2.7,,2021,SE2021,bewohnertyp
83,Andere Situation2),130.0,19.0,8.8,1.6,,2021,SE2021,bewohnertyp
83,Total,1556.0,5.3,100.0,,,2021,SE2021,bewohnertyp
84,Mieter oder Genossenschafter,627.0,8.4,43.5,2.8,,2021,SE2021,bewohnertyp
84,Eigentümer,675.0,8.0,48.8,2.8,,2021,SE2021,bewohnertyp
84,Andere Situation2),95.0,21.4,7.7,1.6,,2021,SE2021,bewohnertyp
84,Total,1397.0,5.6,100.0,,,2021,SE2021,bewohnertyp
85,Mieter oder Genossenschafter,540.0,9.0,43.1,3.0,,2021,SE2021,bewohnertyp
85,Eigentümer,570.0,8.8,48.3,3.0,,2021,SE2021,bewohnertyp
85,Andere Situation2),103.0,20.6,8.6,1.7,,2021,SE2021,bewohnertyp
85,Total,1213.0,6.0,100.0,,,2021,SE2021,bewohnertyp
86,Mieter oder Genossenschafter,562.0,8.9,45.8,3.0,,2021,SE2021,bewohnertyp
86,Eigentümer,540.0,9.0,44.1,3.0,,2021,SE2021,bewohnertyp
86,Andere Situation2),121.0,18.9,10.1,1.8,,2021,SE2021,bewohnertyp
86,Total,1223.0,6.0,100.0,,,2021,SE2021,bewohnertyp
87,Mieter oder Genossenschafter,438.0,10.1,46.6,3.5,,2021,SE2021,bewohnertyp
87,Eigentümer,408.0,10.3,45.4,3.5,,2021,SE2021,bewohnertyp
87,Andere Situation2),70.0,25.0,8.1,1.9,,2021,SE2021,bewohnertyp
87,Total,916.0,6.9,100.0,,,2021,SE2021,bewohnertyp
88,Mieter oder Genossenschafter,360.0,11.0,42.8,3.6,,2021,SE2021,bewohnertyp
88,Eigentümer,382.0,10.8,47.3,3.7,,2021,SE2021,bewohnertyp
88,Andere Situation2),76.0,24.1,9.9,2.3,,2021,SE2021,bewohnertyp
88,Total,818.0,7.3,100.0,,,2021,SE2021,bewohnertyp
89,Mieter oder Genossenschafter,339.0,11.4,46.9,3.9,,2021,SE2021,bewohnertyp
89,Eigentümer,315.0,11.7,44.4,3.9,,2021,SE2021,bewohnertyp
89,Andere Situation2),63.0,27.2,8.7,2.3,,2021,SE2021,bewohnertyp
89,Total,717.0,7.8,100.0,,,2021,SE2021,bewohnertyp
90,Mieter oder Genossenschafter,264.0,12.8,48.2,4.5,,2021,SE2021,bewohnertyp
90,Eigentümer,230.0,13.8,43.3,4.5,,2021,SE2021,bewohnertyp
90,Andere Situation2),48.0,29.9,8.5,2.4,*****,2021,SE2021,bewohnertyp
90,Total,542.0,8.9,100.0,,,2021,SE2021,bewohnertyp
91,Mieter oder Genossenschafter,228.0,13.9,47.7,4.9,,2021,SE2021,bewohnertyp
91,Eigentümer,196.0,15.0,44.3,4.9,,2021,SE2021,bewohnertyp
91,Andere Situation2),34.0,36.7,8.0,2.8,*****,2021,SE2021,bewohnertyp
91,Total,458.0,9.8,100.0,,,2021,SE2021,bewohnertyp
92,Mieter oder Genossenschafter,140.0,17.7,46.1,6.1,,2021,SE2021,bewohnertyp
92,Eigentümer,130.0,18.3,46.0,6.1,,2021,SE2021,bewohnertyp
92,Andere Situation2),22.0,44.5,7.9,3.4,*****,2021,SE2021,bewohnertyp
92,Total,292.0,12.2,100.0,,,2021,SE2021,bewohnertyp
93,Mieter oder Genossenschafter,125.0,18.8,51.0,6.8,,2021,SE2021,bewohnertyp
93,Eigentümer,93.0,21.9,37.0,6.5,,2021,SE2021,bewohnertyp
93,Andere Situation2),27.0,41.6,12.0,4.7,*****,2021,SE2021,bewohnertyp
93,Total,245.0,13.5,100.0,,,2021,SE2021,bewohnertyp
94,Mieter oder Genossenschafter,86.0,22.5,45.6,7.7,,2021,SE2021,bewohnertyp
94,Eigentümer,75.0,24.0,41.5,7.6,,2021,SE2021,bewohnertyp
94,Andere Situation2),23.0,45.2,12.9,5.4,*****,2021,SE2021,bewohnertyp
94,Total,184.0,15.4,100.0,,,2021,SE2021,bewohnertyp
95,Mieter oder Genossenschafter,66.0,26.2,54.6,9.4,,2021,SE2021,bewohnertyp
95,Eigentümer,44.0,32.5,33.0,8.9,*****,2021,SE2021,bewohnertyp
95,Andere Situation2),16.0,51.4,12.4,6.0,*****,2021,SE2021,bewohnertyp
95,Total,126.0,19.0,100.0,,,2021,SE2021,bewohnertyp
96,Mieter oder Genossenschafter,46.0,30.7,44.6,10.6,*****,2021,SE2021,bewohnertyp
96,Eigentümer,36.0,34.6,45.0,10.9,*****,2021,SE2021,bewohnertyp
96,Andere Situation2),12.0,59.4,10.4,6.0,*****,2021,SE2021,bewohnertyp
96,Total,94.0,21.6,100.0,,,2021,SE2021,bewohnertyp
97,Mieter oder Genossenschafter,18.0,49.0,34.7,13.7,*****,2021,SE2021,bewohnertyp
97,Eigentümer,23.0,43.8,40.5,14.0,*****,2021,SE2021,bewohnertyp
97,Andere Situation2),13.0,60.5,24.8,12.8,*****,2021,SE2021,bewohnertyp
97,Total,54.0,28.8,100.0,,,2021,SE2021,bewohnertyp
98,Mieter oder Genossenschafter,27.0,39.9,61.4,15.5,*****,2021,SE2021,bewohnertyp
98,Eigentümer,11.0,64.8,26.4,14.4,*****,2021,SE2021,bewohnertyp
98,Andere Situation2),6.0,83.9,12.2,9.7,*****,2021,SE2021,bewohnertyp
98,Total,44.0,31.6,100.0,,*****,2021,SE2021,bewohnertyp
99,Mieter oder Genossenschafter,7.0,77.1,47.0,27.0,*****,2021,SE2021,bewohnertyp
99,Eigentümer,8.0,76.0,53.0,27.0,*****,2021,SE2021,bewohnertyp
99,Andere Situation2),,,,,X,2021,SE2021,bewohnertyp
99,Total,15.0,54.2,100.0,,*****,2021,SE2021,bewohnertyp
15,Mieter oder Genossenschafter,1261.0,6.1,42.6,1.9,,2020,SE2020,bewohnertyp
15,Eigentümer,1686.0,5.2,51.4,1.9,,2020,SE2020,bewohnertyp
15,Andere Situation2),203.0,15.3,6.0,0.9,,2020,SE2020,bewohnertyp
15,Total,3150.0,3.8,100.0,,,2020,SE2020,bewohnertyp
16,Mieter oder Genossenschafter,1243.0,6.1,43.1,2.0,,2020,SE2020,bewohnertyp
16,Eigentümer,1589.0,5.4,50.7,2.0,,2020,SE2020,bewohnertyp
16,Andere Situation2),192.0,15.2,6.2,0.9,,2020,SE2020,bewohnertyp
16,Total,3024.0,3.9,100.0,,,2020,SE2020,bewohnertyp
17,Mieter oder Genossenschafter,1229.0,6.2,43.2,2.0,,2020,SE2020,bewohnertyp
17,Eigentümer,1538.0,5.5,48.9,2.0,,2020,SE2020,bewohnertyp
17,Andere Situation2),243.0,13.9,7.9,1.1,,2020,SE2020,bewohnertyp
17,Total,3010.0,3.9,100.0,,,2020,SE2020,bewohnertyp
18,Mieter oder Genossenschafter,1185.0,6.7,45.0,2.1,,2020,SE2020,bewohnertyp
18,Eigentümer,1416.0,5.7,47.2,2.1,,2020,SE2020,bewohnertyp
18,Andere Situation2),252.0,13.4,7.8,1.0,,2020,SE2020,bewohnertyp
18,Total,2853.0,4.2,100.0,,,2020,SE2020,bewohnertyp
19,Mieter oder Genossenschafter,1094.0,6.8,40.9,2.1,,2020,SE2020,bewohnertyp
19,Eigentümer,1355.0,5.8,47.2,2.1,,2020,SE2020,bewohnertyp
19,Andere Situation2),321.0,12.5,11.8,1.4,,2020,SE2020,bewohnertyp
19,Total,2770.0,4.2,100.0,,,2020,SE2020,bewohnertyp
20,Mieter oder Genossenschafter,1222.0,6.4,43.9,2.0,,2020,SE2020,bewohnertyp
20,Eigentümer,1296.0,5.9,43.6,2.0,,2020,SE2020,bewohnertyp
20,Andere Situation2),379.0,11.0,12.4,1.3,,2020,SE2020,bewohnertyp
20,Total,2897.0,4.0,100.0,,,2020,SE2020,bewohnertyp
21,Mieter oder Genossenschafter,1296.0,6.1,45.8,2.0,,2020,SE2020,bewohnertyp
21,Eigentümer,1170.0,6.3,40.8,2.0,,2020,SE2020,bewohnertyp
21,Andere Situation2),373.0,11.4,13.4,1.4,,2020,SE2020,bewohnertyp
21,Total,2839.0,4.1,100.0,,,2020,SE2020,bewohnertyp
22,Mieter oder Genossenschafter,1455.0,5.7,49.4,2.0,,2020,SE2020,bewohnertyp
22,Eigentümer,1081.0,6.5,37.3,1.9,,2020,SE2020,bewohnertyp
22,Andere Situation2),356.0,11.8,13.2,1.4,,2020,SE2020,bewohnertyp
22,Total,2892.0,4.0,100.0,,,2020,SE2020,bewohnertyp
23,Mieter oder Genossenschafter,1767.0,5.2,57.1,2.0,,2020,SE2020,bewohnertyp
23,Eigentümer,919.0,7.1,31.5,1.9,,2020,SE2020,bewohnertyp
23,Andere Situation2),342.0,11.7,11.5,1.3,,2020,SE2020,bewohnertyp
23,Total,3028.0,4.0,100.0,,,2020,SE2020,bewohnertyp
24,Mieter oder Genossenschafter,1837.0,5.2,59.7,2.0,,2020,SE2020,bewohnertyp
24,Eigentümer,768.0,7.8,27.7,1.8,,2020,SE2020,bewohnertyp
24,Andere Situation2),327.0,12.3,12.6,1.4,,2020,SE2020,bewohnertyp
24,Total,2932.0,4.1,100.0,,,2020,SE2020,bewohnertyp
25,Mieter oder Genossenschafter,2205.0,4.7,68.6,1.9,,2020,SE2020,bewohnertyp
25,Eigentümer,581.0,9.0,21.1,1.7,,2020,SE2020,bewohnertyp
25,Andere Situation2),296.0,12.8,10.4,1.3,,2020,SE2020,bewohnertyp
25,Total,3082.0,3.9,100.0,,,2020,SE2020,bewohnertyp
26,Mieter oder Genossenschafter,2421.0,4.4,73.1,1.8,,2020,SE2020,bewohnertyp
26,Eigentümer,529.0,9.5,18.3,1.5,,2020,SE2020,bewohnertyp
26,Andere Situation2),259.0,13.6,8.6,1.1,,2020,SE2020,bewohnertyp
26,Total,3209.0,3.8,100.0,,,2020,SE2020,bewohnertyp
27,Mieter oder Genossenschafter,2900.0,4.1,79.7,1.5,,2020,SE2020,bewohnertyp
27,Eigentümer,443.0,10.2,13.9,1.3,,2020,SE2020,bewohnertyp
27,Andere Situation2),209.0,14.8,6.4,0.9,,2020,SE2020,bewohnertyp
27,Total,3552.0,3.7,100.0,,,2020,SE2020,bewohnertyp
28,Mieter oder Genossenschafter,3093.0,3.9,81.0,1.5,,2020,SE2020,bewohnertyp
28,Eigentümer,457.0,10.2,13.2,1.2,,2020,SE2020,bewohnertyp
28,Andere Situation2),185.0,15.7,5.9,0.9,,2020,SE2020,bewohnertyp
28,Total,3735.0,3.5,100.0,,,2020,SE2020,bewohnertyp
29,Mieter oder Genossenschafter,3262.0,3.7,83.8,1.3,,2020,SE2020,bewohnertyp
29,Eigentümer,443.0,10.1,11.5,1.1,,2020,SE2020,bewohnertyp
29,Andere Situation2),165.0,17.1,4.7,0.8,,2020,SE2020,bewohnertyp
29,Total,3870.0,3.4,100.0,,,2020,SE2020,bewohnertyp
30,Mieter oder Genossenschafter,3401.0,3.7,83.2,1.3,,2020,SE2020,bewohnertyp
30,Eigentümer,528.0,9.4,12.7,1.1,,2020,SE2020,bewohnertyp
30,Andere Situation2),139.0,19.0,4.1,0.8,,2020,SE2020,bewohnertyp
30,Total,4068.0,3.4,100.0,,,2020,SE2020,bewohnertyp
31,Mieter oder Genossenschafter,3392.0,3.7,83.0,1.3,,2020,SE2020,bewohnertyp
31,Eigentümer,533.0,9.4,13.3,1.2,,2020,SE2020,bewohnertyp
31,Andere Situation2),128.0,19.1,3.6,0.7,,2020,SE2020,bewohnertyp
31,Total,4053.0,3.4,100.0,,,2020,SE2020,bewohnertyp
32,Mieter oder Genossenschafter,3563.0,3.6,82.2,1.2,,2020,SE2020,bewohnertyp
32,Eigentümer,669.0,8.2,14.9,1.1,,2020,SE2020,bewohnertyp
32,Andere Situation2),107.0,20.6,2.9,0.6,,2020,SE2020,bewohnertyp
32,Total,4339.0,3.2,100.0,,,2020,SE2020,bewohnertyp
33,Mieter oder Genossenschafter,3367.0,3.6,79.6,1.3,,2020,SE2020,bewohnertyp
33,Eigentümer,805.0,7.5,17.9,1.2,,2020,SE2020,bewohnertyp
33,Andere Situation2),95.0,22.3,2.5,0.5,,2020,SE2020,bewohnertyp
33,Total,4267.0,3.2,100.0,,,2020,SE2020,bewohnertyp
34,Mieter oder Genossenschafter,3297.0,3.7,76.3,1.4,,2020,SE2020,bewohnertyp
34,Eigentümer,964.0,6.9,21.1,1.3,,2020,SE2020,bewohnertyp
34,Andere Situation2),89.0,23.2,2.6,0.6,,2020,SE2020,bewohnertyp
34,Total,4350.0,3.2,100.0,,,2020,SE2020,bewohnertyp
35,Mieter oder Genossenschafter,3401.0,3.6,77.7,1.3,,2020,SE2020,bewohnertyp
35,Eigentümer,962.0,6.8,20.5,1.3,,2020,SE2020,bewohnertyp
35,Andere Situation2),73.0,24.8,1.9,0.5,,2020,SE2020,bewohnertyp
35,Total,4436.0,3.2,100.0,,,2020,SE2020,bewohnertyp
36,Mieter oder Genossenschafter,3235.0,3.8,73.1,1.4,,2020,SE2020,bewohnertyp
36,Eigentümer,1196.0,6.3,24.9,1.4,,2020,SE2020,bewohnertyp
36,Andere Situation2),74.0,24.9,2.0,0.5,,2020,SE2020,bewohnertyp
36,Total,4505.0,3.2,100.0,,,2020,SE2020,bewohnertyp
37,Mieter oder Genossenschafter,3188.0,3.7,71.7,1.4,,2020,SE2020,bewohnertyp
37,Eigentümer,1309.0,5.8,26.5,1.3,,2020,SE2020,bewohnertyp
37,Andere Situation2),68.0,26.4,1.8,0.5,,2020,SE2020,bewohnertyp
37,Total,4565.0,3.1,100.0,,,2020,SE2020,bewohnertyp
38,Mieter oder Genossenschafter,3081.0,3.8,70.0,1.4,,2020,SE2020,bewohnertyp
38,Eigentümer,1376.0,5.7,28.1,1.4,,2020,SE2020,bewohnertyp
38,Andere Situation2),79.0,24.6,1.9,0.5,,2020,SE2020,bewohnertyp
38,Total,4536.0,3.1,100.0,,,2020,SE2020,bewohnertyp
39,Mieter oder Genossenschafter,3021.0,3.9,68.3,1.4,,2020,SE2020,bewohnertyp
39,Eigentümer,1479.0,5.5,29.8,1.4,,2020,SE2020,bewohnertyp
39,Andere Situation2),76.0,24.2,1.9,0.4,,2020,SE2020,bewohnertyp
39,Total,4576.0,3.1,100.0,,,2020,SE2020,bewohnertyp
40,Mieter oder Genossenschafter,2950.0,3.9,66.3,1.5,,2020,SE2020,bewohnertyp
40,Eigentümer,1573.0,5.3,32.0,1.4,,2020,SE2020,bewohnertyp
40,Andere Situation2),70.0,26.2,1.7,0.5,,2020,SE2020,bewohnertyp
40,Total,4593.0,3.1,100.0,,,2020,SE2020,bewohnertyp
41,Mieter oder Genossenschafter,2690.0,4.1,64.3,1.5,,2020,SE2020,bewohnertyp
41,Eigentümer,1603.0,5.2,33.7,1.5,,2020,SE2020,bewohnertyp
41,Andere Situation2),74.0,25.3,2.0,0.5,,2020,SE2020,bewohnertyp
41,Total,4367.0,3.2,100.0,,,2020,SE2020,bewohnertyp
42,Mieter oder Genossenschafter,2708.0,4.1,63.1,1.5,,2020,SE2020,bewohnertyp
42,Eigentümer,1717.0,5.1,35.2,1.5,,2020,SE2020,bewohnertyp
42,Andere Situation2),60.0,28.3,1.7,0.5,,2020,SE2020,bewohnertyp
42,Total,4485.0,3.2,100.0,,,2020,SE2020,bewohnertyp
43,Mieter oder Genossenschafter,2669.0,4.1,62.5,1.5,,2020,SE2020,bewohnertyp
43,Eigentümer,1698.0,5.1,35.5,1.5,,2020,SE2020,bewohnertyp
43,Andere Situation2),75.0,24.9,2.0,0.5,,2020,SE2020,bewohnertyp
43,Total,4442.0,3.2,100.0,,,2020,SE2020,bewohnertyp
44,Mieter oder Genossenschafter,2552.0,4.2,60.4,1.6,,2020,SE2020,bewohnertyp
44,Eigentümer,1792.0,5.0,38.1,1.5,,2020,SE2020,bewohnertyp
44,Andere Situation2),47.0,31.8,1.4,0.4,*****,2020,SE2020,bewohnertyp
44,Total,4391.0,3.2,100.0,,,2020,SE2020,bewohnertyp
45,Mieter oder Genossenschafter,2490.0,4.3,57.5,1.6,,2020,SE2020,bewohnertyp
45,Eigentümer,1950.0,4.8,40.4,1.5,,2020,SE2020,bewohnertyp
45,Andere Situation2),78.0,24.1,2.1,0.5,,2020,SE2020,bewohnertyp
45,Total,4518.0,3.2,100.0,,,2020,SE2020,bewohnertyp
46,Mieter oder Genossenschafter,2442.0,4.3,57.2,1.6,,2020,SE2020,bewohnertyp
46,Eigentümer,1955.0,4.8,41.3,1.6,,2020,SE2020,bewohnertyp
46,Andere Situation2),60.0,27.7,1.5,0.4,,2020,SE2020,bewohnertyp
46,Total,4457.0,3.2,100.0,,,2020,SE2020,bewohnertyp
47,Mieter oder Genossenschafter,2413.0,4.3,55.0,1.6,,2020,SE2020,bewohnertyp
47,Eigentümer,2134.0,4.6,43.5,1.5,,2020,SE2020,bewohnertyp
47,Andere Situation2),61.0,28.2,1.5,0.4,,2020,SE2020,bewohnertyp
47,Total,4608.0,3.1,100.0,,,2020,SE2020,bewohnertyp
48,Mieter oder Genossenschafter,2512.0,4.2,55.7,1.5,,2020,SE2020,bewohnertyp
48,Eigentümer,2111.0,4.6,42.3,1.5,,2020,SE2020,bewohnertyp
48,Andere Situation2),78.0,24.7,2.0,0.5,,2020,SE2020,bewohnertyp
48,Total,4701.0,3.1,100.0,,,2020,SE2020,bewohnertyp
49,Mieter oder Genossenschafter,2441.0,4.3,52.6,1.5,,2020,SE2020,bewohnertyp
49,Eigentümer,2314.0,4.4,45.6,1.5,,2020,SE2020,bewohnertyp
49,Andere Situation2),68.0,26.1,1.7,0.4,,2020,SE2020,bewohnertyp
49,Total,4823.0,3.0,100.0,,,2020,SE2020,bewohnertyp
50,Mieter oder Genossenschafter,2422.0,4.3,51.6,1.5,,2020,SE2020,bewohnertyp
50,Eigentümer,2386.0,4.3,47.0,1.5,,2020,SE2020,bewohnertyp
50,Andere Situation2),56.0,29.3,1.4,0.4,,2020,SE2020,bewohnertyp
50,Total,4864.0,3.0,100.0,,,2020,SE2020,bewohnertyp
51,Mieter oder Genossenschafter,2433.0,4.3,51.4,1.5,,2020,SE2020,bewohnertyp
51,Eigentümer,2483.0,4.2,47.3,1.5,,2020,SE2020,bewohnertyp
51,Andere Situation2),50.0,34.1,1.3,0.4,,2020,SE2020,bewohnertyp
51,Total,4966.0,3.0,100.0,,,2020,SE2020,bewohnertyp
52,Mieter oder Genossenschafter,2336.0,4.4,49.7,1.5,,2020,SE2020,bewohnertyp
52,Eigentümer,2423.0,4.3,48.7,1.5,,2020,SE2020,bewohnertyp
52,Andere Situation2),74.0,25.0,1.6,0.4,,2020,SE2020,bewohnertyp
52,Total,4833.0,3.1,100.0,,,2020,SE2020,bewohnertyp
53,Mieter oder Genossenschafter,2325.0,4.4,49.1,1.5,,2020,SE2020,bewohnertyp
53,Eigentümer,2509.0,4.2,49.3,1.5,,2020,SE2020,bewohnertyp
53,Andere Situation2),64.0,26.9,1.6,0.4,,2020,SE2020,bewohnertyp
53,Total,4898.0,3.0,100.0,,,2020,SE2020,bewohnertyp
54,Mieter oder Genossenschafter,2380.0,4.3,48.1,1.5,,2020,SE2020,bewohnertyp
54,Eigentümer,2667.0,4.0,50.3,1.5,,2020,SE2020,bewohnertyp
54,Andere Situation2),67.0,27.7,1.6,0.4,,2020,SE2020,bewohnertyp
54,Total,5114.0,2.9,100.0,,,2020,SE2020,bewohnertyp
55,Mieter oder Genossenschafter,2381.0,4.4,48.1,1.5,,2020,SE2020,bewohnertyp
55,Eigentümer,2652.0,4.1,50.4,1.5,,2020,SE2020,bewohnertyp
55,Andere Situation2),76.0,25.2,1.5,0.4,,2020,SE2020,bewohnertyp
55,Total,5109.0,3.0,100.0,,,2020,SE2020,bewohnertyp
56,Mieter oder Genossenschafter,2475.0,4.2,49.3,1.5,,2020,SE2020,bewohnertyp
56,Eigentümer,2646.0,4.1,48.9,1.5,,2020,SE2020,bewohnertyp
56,Andere Situation2),88.0,23.0,1.8,0.4,,2020,SE2020,bewohnertyp
56,Total,5209.0,2.9,100.0,,,2020,SE2020,bewohnertyp
57,Mieter oder Genossenschafter,2246.0,4.5,46.7,1.5,,2020,SE2020,bewohnertyp
57,Eigentümer,2654.0,4.1,51.6,1.5,,2020,SE2020,bewohnertyp
57,Andere Situation2),73.0,26.7,1.7,0.4,,2020,SE2020,bewohnertyp
57,Total,4973.0,3.0,100.0,,,2020,SE2020,bewohnertyp
58,Mieter oder Genossenschafter,2160.0,4.6,46.4,1.5,,2020,SE2020,bewohnertyp
58,Eigentümer,2624.0,4.1,52.0,1.5,,2020,SE2020,bewohnertyp
58,Andere Situation2),73.0,25.1,1.6,0.4,,2020,SE2020,bewohnertyp
58,Total,4857.0,3.0,100.0,,,2020,SE2020,bewohnertyp
59,Mieter oder Genossenschafter,1969.0,4.8,45.0,1.6,,2020,SE2020,bewohnertyp
59,Eigentümer,2465.0,4.2,53.0,1.6,,2020,SE2020,bewohnertyp
59,Andere Situation2),83.0,23.5,2.0,0.5,,2020,SE2020,bewohnertyp
59,Total,4517.0,3.1,100.0,,,2020,SE2020,bewohnertyp
60,Mieter oder Genossenschafter,1944.0,4.8,45.0,1.6,,2020,SE2020,bewohnertyp
60,Eigentümer,2489.0,4.2,52.8,1.6,,2020,SE2020,bewohnertyp
60,Andere Situation2),89.0,22.2,2.2,0.5,,2020,SE2020,bewohnertyp
60,Total,4522.0,3.1,100.0,,,2020,SE2020,bewohnertyp
61,Mieter oder Genossenschafter,1880.0,4.9,45.1,1.6,,2020,SE2020,bewohnertyp
61,Eigentümer,2388.0,4.3,53.4,1.6,,2020,SE2020,bewohnertyp
61,Andere Situation2),62.0,28.4,1.5,0.4,,2020,SE2020,bewohnertyp
61,Total,4330.0,3.2,100.0,,,2020,SE2020,bewohnertyp
62,Mieter oder Genossenschafter,1743.0,5.1,43.5,1.6,,2020,SE2020,bewohnertyp
62,Eigentümer,2320.0,4.3,54.4,1.6,,2020,SE2020,bewohnertyp
62,Andere Situation2),72.0,25.3,2.1,0.5,,2020,SE2020,bewohnertyp
62,Total,4135.0,3.3,100.0,,,2020,SE2020,bewohnertyp
63,Mieter oder Genossenschafter,1604.0,5.3,41.5,1.7,,2020,SE2020,bewohnertyp
63,Eigentümer,2321.0,4.3,56.6,1.7,,2020,SE2020,bewohnertyp
63,Andere Situation2),73.0,24.4,1.9,0.5,,2020,SE2020,bewohnertyp
63,Total,3998.0,3.3,100.0,,,2020,SE2020,bewohnertyp
64,Mieter oder Genossenschafter,1619.0,5.2,42.6,1.7,,2020,SE2020,bewohnertyp
64,Eigentümer,2247.0,4.4,54.7,1.7,,2020,SE2020,bewohnertyp
64,Andere Situation2),99.0,21.5,2.7,0.6,,2020,SE2020,bewohnertyp
64,Total,3965.0,3.3,100.0,,,2020,SE2020,bewohnertyp
65,Mieter oder Genossenschafter,1452.0,5.5,41.0,1.7,,2020,SE2020,bewohnertyp
65,Eigentümer,2150.0,4.5,56.7,1.7,,2020,SE2020,bewohnertyp
65,Andere Situation2),76.0,24.1,2.3,0.5,,2020,SE2020,bewohnertyp
65,Total,3678.0,3.5,100.0,,,2020,SE2020,bewohnertyp
66,Mieter oder Genossenschafter,1377.0,5.8,39.1,1.7,,2020,SE2020,bewohnertyp
66,Eigentümer,2146.0,4.5,58.7,1.7,,2020,SE2020,bewohnertyp
66,Andere Situation2),76.0,25.0,2.2,0.6,,2020,SE2020,bewohnertyp
66,Total,3599.0,3.5,100.0,,,2020,SE2020,bewohnertyp
67,Mieter oder Genossenschafter,1310.0,5.8,39.1,1.8,,2020,SE2020,bewohnertyp
67,Eigentümer,2035.0,4.6,58.3,1.8,,2020,SE2020,bewohnertyp
67,Andere Situation2),81.0,24.3,2.6,0.6,,2020,SE2020,bewohnertyp
67,Total,3426.0,3.6,100.0,,,2020,SE2020,bewohnertyp
68,Mieter oder Genossenschafter,1289.0,5.9,38.9,1.8,,2020,SE2020,bewohnertyp
68,Eigentümer,2041.0,4.6,58.6,1.8,,2020,SE2020,bewohnertyp
68,Andere Situation2),82.0,23.8,2.5,0.6,,2020,SE2020,bewohnertyp
68,Total,3412.0,3.6,100.0,,,2020,SE2020,bewohnertyp
69,Mieter oder Genossenschafter,1226.0,6.0,37.0,1.8,,2020,SE2020,bewohnertyp
69,Eigentümer,2038.0,4.6,60.4,1.8,,2020,SE2020,bewohnertyp
69,Andere Situation2),80.0,24.2,2.7,0.6,,2020,SE2020,bewohnertyp
69,Total,3344.0,3.6,100.0,,,2020,SE2020,bewohnertyp
70,Mieter oder Genossenschafter,1251.0,6.0,39.3,1.8,,2020,SE2020,bewohnertyp
70,Eigentümer,1947.0,4.7,57.9,1.8,,2020,SE2020,bewohnertyp
70,Andere Situation2),86.0,22.6,2.8,0.6,,2020,SE2020,bewohnertyp
70,Total,3284.0,3.7,100.0,,,2020,SE2020,bewohnertyp
71,Mieter oder Genossenschafter,1278.0,6.0,38.9,1.8,,2020,SE2020,bewohnertyp
71,Eigentümer,1996.0,4.7,58.3,1.8,,2020,SE2020,bewohnertyp
71,Andere Situation2),86.0,23.0,2.8,0.6,,2020,SE2020,bewohnertyp
71,Total,3360.0,3.6,100.0,,,2020,SE2020,bewohnertyp
72,Mieter oder Genossenschafter,1276.0,5.9,39.5,1.8,,2020,SE2020,bewohnertyp
72,Eigentümer,1880.0,4.8,57.1,1.8,,2020,SE2020,bewohnertyp
72,Andere Situation2),96.0,22.1,3.4,0.7,,2020,SE2020,bewohnertyp
72,Total,3252.0,3.7,100.0,,,2020,SE2020,bewohnertyp
73,Mieter oder Genossenschafter,1252.0,6.0,39.6,1.8,,2020,SE2020,bewohnertyp
73,Eigentümer,1889.0,4.8,57.4,1.8,,2020,SE2020,bewohnertyp
73,Andere Situation2),94.0,21.5,3.0,0.6,,2020,SE2020,bewohnertyp
73,Total,3235.0,3.7,100.0,,,2020,SE2020,bewohnertyp
74,Mieter oder Genossenschafter,1187.0,6.1,37.7,1.8,,2020,SE2020,bewohnertyp
74,Eigentümer,1873.0,4.8,58.2,1.8,,2020,SE2020,bewohnertyp
74,Andere Situation2),127.0,18.3,4.1,0.7,,2020,SE2020,bewohnertyp
74,Total,3187.0,3.7,100.0,,,2020,SE2020,bewohnertyp
75,Mieter oder Genossenschafter,1198.0,6.1,40.6,1.9,,2020,SE2020,bewohnertyp
75,Eigentümer,1670.0,5.1,55.5,1.9,,2020,SE2020,bewohnertyp
75,Andere Situation2),110.0,20.5,3.8,0.8,,2020,SE2020,bewohnertyp
75,Total,2978.0,3.8,100.0,,,2020,SE2020,bewohnertyp
76,Mieter oder Genossenschafter,1163.0,6.1,40.0,1.9,,2020,SE2020,bewohnertyp
76,Eigentümer,1643.0,5.2,55.3,1.9,,2020,SE2020,bewohnertyp
76,Andere Situation2),125.0,18.8,4.7,0.9,,2020,SE2020,bewohnertyp
76,Total,2931.0,3.9,100.0,,,2020,SE2020,bewohnertyp
77,Mieter oder Genossenschafter,1055.0,6.5,39.8,2.0,,2020,SE2020,bewohnertyp
77,Eigentümer,1493.0,5.4,54.3,2.0,,2020,SE2020,bewohnertyp
77,Andere Situation2),147.0,17.4,5.9,1.0,,2020,SE2020,bewohnertyp
