year,variable_name,age_group_label,age_min,age_max,metric,value,unit,scale,notes
2017,okp_nettoleistungen,76 – 80,76,80,total_mio_chf,2501.60689089295,CHF,mio_chf,
2017,okp_nettoleistungen,76 – 80,76,80,per_capita_chf,9106.386560001523,CHF,chf_per_capita_year,
2017,okp_nettoleistungen,81 – 85,81,85,total_mio_chf,2313.94483361218,CHF,mio_chf,
2017,okp_nettoleistungen,81 – 85,81,85,per_capita_chf,11158.58402564236,CHF,chf_per_capita_year,
2017,okp_nettoleistungen,86 – 90,86,90,total_mio_chf,1746.56047708919,CHF,mio_chf,
2017,okp_nettoleistungen,86 – 90,86,90,per_capita_chf,13619.421356245415,CHF,chf_per_capita_year,
2017,okp_nettoleistungen,91 – 95,91,95,total_mio_chf,894.72812856103,CHF,mio_chf,
2017,okp_nettoleistungen,91 – 95,91,95,per_capita_chf,16706.428984313614,CHF,chf_per_capita_year,
2017,okp_nettoleistungen,96 – 100,96,100,total_mio_chf,229.86291137736995,CHF,mio_chf,
2017,okp_nettoleistungen,96 – 100,96,100,per_capita_chf,20092.363350805863,CHF,chf_per_capita_year,
2017,okp_nettoleistungen,> 100,100,100,total_mio_chf,27.673984491960002,CHF,mio_chf,
2017,okp_nettoleistungen,> 100,100,100,per_capita_chf,23549.7724276329,CHF,chf_per_capita_year,
2017,okp_bruttoleistungen,0 – 5,0,5,total_mio_chf,667.8791233580298,CHF,mio_chf,
2017,okp_bruttoleistungen,0 – 5,0,5,per_capita_chf,1398.1458599868731,CHF,chf_per_capita_year,
2017,okp_bruttoleistungen,6 – 10,6,10,total_mio_chf,407.90676244763,CHF,mio_chf,
2017,okp_bruttoleistungen,6 – 10,6,10,per_capita_chf,966.2847624738279,CHF,chf_per_capita_year,
2017,okp_bruttoleistungen,11 – 15,11,15,total_mio_chf,488.71251409962997,CHF,mio_chf,
2017,okp_bruttoleistungen,11 – 15,11,15,per_capita_chf,1205.112981751422,CHF,chf_per_capita_year,
2017,okp_bruttoleistungen,16 – 18,16,18,total_mio_chf,396.9034270236801,CHF,mio_chf,
2017,okp_bruttoleistungen,16 – 18,16,18,per_capita_chf,1552.7223783797888,CHF,chf_per_capita_year,
2017,okp_bruttoleistungen,19 – 20,19,20,total_mio_chf,268.8778051661,CHF,mio_chf,
2017,okp_bruttoleistungen,19 – 20,19,20,per_capita_chf,1521.4181470895405,CHF,chf_per_capita_year,
2017,okp_bruttoleistungen,21 – 25,21,25,total_mio_chf,840.57260856462,CHF,mio_chf,
2017,okp_bruttoleistungen,21 – 25,21,25,per_capita_chf,1732.5765672819173,CHF,chf_per_capita_year,
2017,okp_bruttoleistungen,26 – 30,26,30,total_mio_chf,1142.93142041502,CHF,mio_chf,
